,ISBN,User-ID,Book-Rating,Rating-Count
167,006093090X,114909.72222222222,7.777777777777778,18.0
168,0060930934,111662.7,9.1,10.0
169,0060931221,112282.0,7.6,10.0
170,0060931418,126516.21212121213,8.0,33.0
171,0060931809,147114.9,7.6,10.0
172,0060932139,133102.30434782608,7.826086956521739,23.0
173,0060932759,110440.44230769231,7.480769230769231,52.0
174,0060932813,145450.75,7.5,24.0
175,0060932902,135683.3,8.0,10.0
176,0060934417,139126.93081761006,8.150943396226415,159.0
177,0060934425,150719.27272727274,7.2727272727272725,11.0
178,0060934700,152237.29411764705,8.352941176470589,17.0
179,0060934719,162813.0,8.115384615384615,26.0
180,0060934913,128110.2,8.133333333333333,30.0
181,0060935464,150169.03846153847,9.038461538461538,26.0
182,0060936231,129261.28571428571,6.809523809523809,21.0
183,0060936363,121383.69230769231,8.23076923076923,26.0
184,0060938455,142639.1883116883,8.415584415584416,154.0
185,0060952970,134165.58333333334,8.083333333333334,12.0
186,0060953691,125944.2,7.6,15.0
187,0060955775,129766.54166666667,7.958333333333333,24.0
188,0060958022,136628.89552238805,7.597014925373134,67.0
189,0060959037,139456.57246376813,8.159420289855072,138.0
190,0060959355,171391.85714285713,7.571428571428571,14.0
191,0060964049,115502.87804878049,8.146341463414634,41.0
192,0060970790,88742.53333333334,7.733333333333333,15.0
193,0060972122,129017.13333333333,7.933333333333334,15.0
194,0060972459,100485.30769230769,7.076923076923077,13.0
195,0060973323,165718.0,7.7,10.0
196,0060973617,127382.63636363637,8.545454545454545,11.0
197,0060973897,136720.14285714287,8.071428571428571,14.0
198,0060975547,101850.0,7.357142857142857,14.0
199,0060975849,104971.5,7.857142857142857,14.0
200,0060976241,127761.77777777778,7.592592592592593,27.0
201,0060976497,118551.95454545454,6.090909090909091,22.0
202,006097673X,153148.72727272726,9.0,11.0
203,0060976845,132027.53225806452,7.596774193548387,186.0
204,0060977264,176828.72727272726,7.545454545454546,11.0
205,0060977337,142403.66666666666,8.047619047619047,21.0
206,0060977477,105294.0,8.166666666666666,18.0
207,0060977493,139331.95876288658,7.680412371134021,97.0
208,0060977744,107284.36842105263,7.473684210526316,19.0
209,0060981180,116058.46153846153,8.0,13.0
210,0060987049,121287.86363636363,7.7727272727272725,22.0
211,0060987103,144952.01923076922,7.871794871794871,156.0
212,006098726X,122282.09090909091,8.454545454545455,11.0
213,0060987324,152799.875,7.3125,16.0
214,0060987529,136918.48484848486,7.4646464646464645,99.0
215,0060987561,139689.54255319148,8.26595744680851,94.0
216,006098824X,136146.3103448276,7.655172413793103,29.0
217,0060988258,156241.26666666666,7.266666666666667,15.0
218,0060988649,166630.77272727274,6.636363636363637,22.0
219,006099486X,141993.55555555556,7.703703703703703,54.0
220,0061000019,125703.90909090909,7.181818181818182,11.0
221,0061000027,149708.12,7.72,25.0
222,0061000035,152319.81818181818,8.0,11.0
223,0061000043,114122.20588235294,7.764705882352941,34.0
224,0061000078,121077.2,7.8,10.0
225,0061000175,118980.0,7.416666666666667,36.0
226,0061000280,106715.83333333333,6.916666666666667,12.0
227,0061000299,157410.27272727274,7.909090909090909,11.0
228,0061006629,134508.8125,7.0,16.0
229,0061009059,132166.3208955224,7.940298507462686,134.0
230,0061009504,111546.71428571429,7.571428571428571,14.0
231,0061012165,108184.27272727272,6.545454545454546,11.0
232,0061012513,144106.58333333334,7.916666666666667,12.0
233,0061013315,171097.27272727274,7.454545454545454,11.0
234,0061013412,132510.13636363635,7.090909090909091,22.0
235,0061013439,119766.16666666667,7.416666666666667,12.0
236,006101351X,130876.25423728813,7.38135593220339,118.0
237,0061013706,149674.7,6.6,10.0
238,0061014591,72623.53846153847,7.846153846153846,13.0
239,0061015725,119192.23376623377,7.571428571428571,77.0
240,0061020397,162141.7,7.7,10.0
241,0061020400,136785.35294117648,8.176470588235293,17.0
242,0061020613,190563.7,7.6,10.0
243,006102063X,160586.5,7.5,10.0
244,0061020648,168102.75,8.25,16.0
245,0061020656,142580.46666666667,7.133333333333334,15.0
246,0061020680,154635.22222222222,8.11111111111111,18.0
247,0061020699,143079.88888888888,7.777777777777778,18.0
248,0061020702,142389.35,8.1,20.0
249,0061020710,148776.26666666666,7.311111111111111,45.0
250,0061030430,149957.09523809524,6.857142857142857,21.0
251,0061030597,150717.77272727274,7.2727272727272725,22.0
252,0061030635,130379.30434782608,7.565217391304348,23.0
253,0061030643,134227.2142857143,7.214285714285714,28.0
254,0061030651,159943.45454545456,7.363636363636363,11.0
255,0061030996,158982.8,7.6,10.0
256,0061031070,152113.12,7.44,25.0
257,0061031089,131411.25,7.125,16.0
258,0061031321,128815.4,8.4,15.0
259,0061031410,137272.76,7.36,25.0
260,0061031429,125146.21052631579,7.0,19.0
261,0061031445,166679.33333333334,7.666666666666667,12.0
262,0061031550,125306.2,7.1,20.0
263,0061031844,134494.55,6.2,20.0
264,0061031992,144858.41176470587,8.0,17.0
265,0061032093,140991.6,7.45,20.0
266,0061032425,127927.0,6.846153846153846,13.0
267,0061040347,112032.16666666667,7.666666666666667,12.0
268,0061042005,132501.42857142858,7.214285714285714,14.0
269,0061042935,162515.25,7.083333333333333,12.0
270,0061042943,114325.93333333333,7.533333333333333,15.0
271,0061044431,139430.0,7.590909090909091,22.0
272,006104444X,138422.45454545456,7.636363636363637,11.0
273,0061044636,150676.08333333334,7.083333333333333,12.0
274,0061052892,133222.0,6.545454545454546,11.0
275,0061053104,159816.91666666666,7.166666666666667,12.0
276,0061054151,137549.05,6.8,20.0
277,0061054437,141856.73333333334,7.2,15.0
278,0061054887,149213.8,8.4,10.0
279,0061054895,107416.64705882352,7.882352941176471,17.0
280,0061054909,173553.53333333333,6.666666666666667,15.0
281,0061056774,174909.83333333334,6.583333333333333,12.0
282,0061056901,157362.27272727274,8.090909090909092,11.0
283,0061057363,150992.3076923077,7.230769230769231,13.0
284,0061057649,135749.3,8.3,20.0
285,0061057894,115269.61111111111,7.666666666666667,18.0
286,0061059056,117980.0,8.166666666666666,12.0
287,0061059064,115715.8,8.9,10.0
288,0061059072,155312.64705882352,7.764705882352941,17.0
289,0061073628,93946.36363636363,7.909090909090909,11.0
290,0061090808,108378.0,7.357142857142857,14.0
291,0061090891,99704.27272727272,7.090909090909091,11.0
292,0061091316,135358.35,7.85,20.0
293,0061091464,160695.07142857142,7.785714285714286,14.0
294,006109157X,128390.35294117648,7.647058823529412,17.0
295,0061091790,147441.29411764705,7.352941176470588,17.0
296,0061091944,142190.23076923078,6.461538461538462,13.0
297,0061091995,172807.07142857142,7.357142857142857,14.0
298,0061092002,119217.5625,6.6875,16.0
299,0061092088,128622.72727272728,7.181818181818182,11.0
300,0061092177,146606.39130434784,8.478260869565217,23.0
301,0061092193,121640.30769230769,8.0,13.0
302,0061092533,122707.08333333333,6.916666666666667,12.0
303,0061092606,137254.86363636365,7.7727272727272725,22.0
304,0061092614,126185.04545454546,7.863636363636363,22.0
305,0061092827,119357.8,7.8,10.0
306,0061092886,137070.21739130435,7.695652173913044,23.0
307,0061093084,168050.1,8.5,10.0
308,0061093106,121182.9,6.2,10.0
309,0061093327,166171.46666666667,7.466666666666667,15.0
310,0061093335,113725.125,6.958333333333333,24.0
311,0061093343,119553.81818181818,7.818181818181818,11.0
312,0061093491,116521.6,7.4,15.0
313,0061093653,176487.72727272726,7.909090909090909,11.0
314,006109398X,122636.58823529411,6.882352941176471,17.0
315,0061094110,126647.53333333334,7.066666666666666,15.0
316,0061094129,154754.45833333334,7.416666666666667,24.0
317,0061094234,140766.15384615384,8.461538461538462,13.0
318,0061094404,121549.54545454546,7.090909090909091,11.0
319,0061095540,131329.2142857143,7.071428571428571,14.0
320,006109594X,134191.76923076922,7.0,13.0
321,0061096083,198551.9411764706,7.352941176470588,17.0
322,0061096105,121386.33333333333,7.8,15.0
323,0061096113,134143.17857142858,7.285714285714286,28.0
324,0061097101,158536.4096385542,7.481927710843373,83.0
325,0061097314,154385.90277777778,7.861111111111111,72.0
326,0061097659,153141.75,7.25,16.0
327,0061097667,129979.30769230769,7.461538461538462,13.0
328,0061097853,130734.74193548386,7.870967741935484,31.0
329,0061097861,120292.71875,7.84375,32.0
330,0061098035,125171.61538461539,7.538461538461538,13.0
331,0061098361,156332.33333333334,6.466666666666667,15.0
332,006109868X,143835.92,8.08,25.0
333,0061098795,134870.24137931035,7.482758620689655,29.0
334,0061099015,155903.46153846153,7.846153846153846,13.0
335,0061099155,119004.5,8.142857142857142,14.0
336,006109918X,142564.83333333334,8.333333333333334,12.0
337,006109921X,120838.80952380953,7.9523809523809526,21.0
338,0061099252,118709.9,6.6,10.0
339,0061099325,135501.72727272726,7.545454545454546,22.0
340,0061099341,150649.88235294117,8.411764705882353,17.0
341,0061099368,123880.66666666667,7.416666666666667,12.0
342,0061099643,87873.63636363637,8.090909090909092,11.0
343,0061099694,126984.53846153847,7.3076923076923075,13.0
344,0061099708,156636.64705882352,7.764705882352941,17.0
345,0061099732,144828.9411764706,7.117647058823529,17.0
346,0061099805,115063.76923076923,7.3076923076923075,13.0
347,0062501860,118032.86666666667,7.4,15.0
348,0062502174,107192.47619047618,8.714285714285714,21.0
349,0062502182,140055.82857142857,8.076190476190476,105.0
350,0062505319,152920.625,7.625,16.0
351,0062512021,134465.1,7.2,10.0
352,0062512668,107444.1,6.9,10.0
353,0062515845,155316.53846153847,8.153846153846153,13.0
354,0062516590,157442.4375,8.75,16.0
355,0062548662,150465.0,6.833333333333333,12.0
356,0064400018,104487.70370370371,8.74074074074074,27.0
357,0064400026,135526.1,8.233333333333333,30.0
358,0064400034,151991.85714285713,7.857142857142857,21.0
359,0064400042,129317.88,8.72,25.0
360,0064400050,121969.88888888889,8.055555555555555,18.0
361,0064400069,134622.08333333334,8.666666666666666,12.0
362,0064400077,121466.81818181818,7.7272727272727275,11.0
363,0064400085,135571.16666666666,8.583333333333334,12.0
364,0064400204,141257.2,7.7,10.0
365,0064400557,144581.61764705883,9.073529411764707,68.0
366,0064400565,103815.125,8.75,16.0
367,0064400581,123184.04347826086,7.782608695652174,23.0
368,0064400859,119648.75,6.75,12.0
369,0064400964,124452.8,8.7,10.0
370,0064401847,138288.5,8.473684210526315,38.0
371,0064401871,151263.23076923078,9.153846153846153,13.0
372,006440188X,125605.75,9.2,20.0
373,0064402053,119350.0,7.75,12.0
374,0064402967,138052.27272727274,7.181818181818182,11.0
375,0064403319,121601.85714285714,8.357142857142858,14.0
376,0064403688,102744.90909090909,7.909090909090909,11.0
377,0064404773,143144.11764705883,9.117647058823529,17.0
378,0064404994,121190.73333333334,9.0,15.0
379,0064405044,121707.6,8.5,10.0
380,0064405052,115744.06666666667,9.133333333333333,15.0
381,0064405176,130095.89655172414,7.896551724137931,29.0
382,0064405842,134298.0,8.074074074074074,27.0
383,006440630X,174006.9,7.75,20.0
384,0064406970,135668.53333333333,8.6,15.0
385,0064407055,139209.625,8.083333333333334,24.0
386,0064407667,124572.38053097345,7.371681415929204,113.0
387,0064407675,140165.25,7.958333333333333,48.0
388,0064407683,146148.23333333334,8.266666666666667,30.0
389,0064407691,114526.27272727272,8.363636363636363,22.0
390,0064408183,157834.85714285713,7.928571428571429,14.0
391,0064408639,142599.61111111112,8.777777777777779,18.0
392,0064408647,142205.05555555556,8.444444444444445,18.0
393,0064408655,133842.77777777778,8.333333333333334,18.0
394,0064408663,148576.84615384616,9.0,13.0
395,0064409422,123735.70588235294,9.352941176470589,17.0
396,0064410129,116256.55,8.35,20.0
397,0064410137,114727.81818181818,8.545454545454545,11.0
398,0064440508,162491.9375,8.875,16.0
399,0064471047,134938.19047619047,8.714285714285714,42.0
400,0064471055,129814.90909090909,8.545454545454545,22.0
401,0064471063,132639.4814814815,8.518518518518519,27.0
402,0064471071,124448.46666666666,8.733333333333333,15.0
403,006447108X,126520.22222222222,8.833333333333334,18.0
404,0064471098,158064.0,8.733333333333333,15.0
405,0064471101,148966.7027027027,8.72972972972973,37.0
406,0064471837,128439.12,8.64,25.0
407,006447187X,188131.33333333334,8.25,12.0
408,0064471969,109694.66666666667,7.25,12.0
409,0064472264,117215.92307692308,7.6923076923076925,13.0
410,0064472272,125243.77192982456,7.947368421052632,57.0
411,006447268X,155920.9,8.8,10.0
412,0064472795,139273.86956521738,8.391304347826088,23.0
413,0064473368,91072.4,8.0,10.0
414,0066209773,144996.7,8.9,10.0
415,0066211611,117795.84615384616,7.6923076923076925,26.0
416,0066212855,127440.46666666666,8.066666666666666,15.0
417,0066214122,137919.92307692306,7.813186813186813,91.0
418,0066214440,133361.13043478262,6.608695652173913,23.0
419,0066238501,114768.66666666667,9.444444444444445,18.0
420,0066620724,139838.5,7.6,10.0
421,0070064601,144248.2,7.9,10.0
422,0070212570,119171.44186046511,8.593023255813954,86.0
423,0091842050,119656.0,9.181818181818182,11.0
424,0091867770,124129.52,7.86,50.0
425,009188800X,137899.22222222222,8.444444444444445,18.0
426,0099143712,172535.8,8.2,10.0
427,0099218216,136322.9090909091,6.7272727272727275,11.0
428,0099244926,153758.07692307694,7.230769230769231,13.0
429,0099245027,129991.77142857143,6.857142857142857,35.0
430,0099263815,139389.0,7.7272727272727275,22.0
431,009927583X,109109.21428571429,7.071428571428571,14.0
432,0099279274,123554.43478260869,7.173913043478261,23.0
433,0099282194,90471.9,7.7,10.0
434,0099288850,125207.18181818182,6.909090909090909,11.0
435,0099289520,96597.76470588235,7.882352941176471,17.0
436,0099387913,114973.02702702703,7.702702702702703,37.0
437,0099394316,114946.18181818182,7.2727272727272725,11.0
438,0099410184,130268.58333333333,7.416666666666667,12.0
439,0099410869,130665.2,7.866666666666666,15.0
440,0099422042,115098.08333333333,6.75,12.0
441,0099426870,140516.25,7.166666666666667,12.0
442,0099429799,120097.76470588235,8.058823529411764,17.0
443,0099448823,112335.69230769231,7.461538461538462,13.0
444,0099464810,90518.29411764706,7.823529411764706,17.0
445,0099521016,144211.33333333334,7.888888888888889,18.0
446,0099527308,142947.2857142857,7.642857142857143,14.0
447,0099586118,144265.07692307694,7.230769230769231,13.0
448,0099604302,137060.82352941178,7.588235294117647,17.0
449,0099727412,144726.0909090909,7.363636363636363,22.0
450,0099740516,106080.7,7.8,10.0
451,0099747200,162879.39285714287,8.071428571428571,28.0
452,009975181X,166339.86666666667,7.8,15.0
453,0099771012,126327.18181818182,7.454545454545454,11.0
454,0099771519,125782.58139534884,8.174418604651162,86.0
455,0099800403,153028.0344827586,8.03448275862069,29.0
456,0099845008,143412.27272727274,6.818181818181818,11.0
457,0099866005,159885.3125,8.8125,16.0
458,0099929309,127912.3,7.5,10.0
459,0099935708,187587.0,7.846153846153846,13.0
460,0099992000,127514.63636363637,7.181818181818182,11.0
461,0099993805,142163.5625,7.3125,16.0
462,0140003185,151177.2142857143,8.5,14.0
463,0140012133,125765.46153846153,8.538461538461538,13.0
464,0140013997,127836.5,8.5,12.0
465,0140018328,133726.84615384616,8.0,13.0
466,0140039589,171549.13636363635,8.363636363636363,22.0
467,0140042210,149151.84615384616,7.846153846153846,13.0
468,0140042393,151236.35483870967,9.129032258064516,31.0
469,0140042407,112519.92307692308,7.461538461538462,13.0
470,0140042520,150625.72,8.36,25.0
471,0140042598,129033.28571428571,8.26530612244898,49.0
472,0140043128,148327.27272727274,7.818181818181818,11.0
473,0140043519,131302.85714285713,8.285714285714286,14.0
474,014004387X,162666.4,7.9,10.0
475,0140046569,144509.86666666667,8.266666666666667,15.0
476,0140049975,147271.08333333334,8.083333333333334,12.0
477,0140051317,108536.33333333333,8.25,12.0
478,0140053204,141973.27586206896,8.241379310344827,29.0
479,0140055770,143569.75,7.583333333333333,12.0
480,0140062718,118703.4,7.6,10.0
481,014006690X,148529.33333333334,8.4,15.0
482,0140067477,139507.30693069307,8.03960396039604,101.0
483,0140067779,116874.11538461539,7.923076923076923,26.0
484,0140070206,96058.72727272728,7.909090909090909,11.0
485,0140071083,91820.7,8.9,10.0
486,0140071814,128587.86363636363,7.045454545454546,22.0
487,0140075569,173826.7,7.3,10.0
488,0140075623,130600.17647058824,8.588235294117647,17.0
489,0140077022,116220.07407407407,7.444444444444445,27.0
490,0140086838,127095.94117647059,7.647058823529412,17.0
491,0140088393,153380.1,8.1,10.0
492,0140089225,139906.8947368421,7.7368421052631575,19.0
493,0140092323,139782.03846153847,7.346153846153846,26.0
494,0140092501,150114.0909090909,7.909090909090909,11.0
495,0140097058,101515.83333333333,8.416666666666666,12.0
496,0140113428,140214.06666666668,7.6,15.0
497,0140119906,144181.5,8.116666666666667,60.0
498,014012389X,136275.81818181818,8.181818181818182,11.0
499,0140124373,137753.46153846153,8.23076923076923,13.0
500,0140124381,117838.38461538461,6.769230769230769,13.0
501,0140126716,112435.92857142857,8.714285714285714,14.0
502,0140131558,165949.86956521738,7.739130434782608,23.0
503,0140132708,146884.6,7.95,20.0
504,0140133488,90270.53846153847,9.076923076923077,13.0
505,0140143505,138892.14285714287,9.464285714285714,28.0
506,0140154078,148968.0909090909,7.7272727272727275,11.0
507,0140157379,153007.75,8.583333333333334,12.0
508,0140167153,116776.8,7.9,10.0
509,0140167773,121630.76923076923,7.538461538461538,13.0
510,014016930X,114796.70588235294,7.9411764705882355,17.0
511,0140176616,158283.33333333334,8.5,12.0
512,014017737X,143658.5909090909,7.909090909090909,22.0
513,0140177388,161268.64285714287,8.142857142857142,14.0
514,0140177396,129240.70588235294,8.294117647058824,51.0
515,0140178139,134863.7,8.4,10.0
516,0140179836,140175.94736842104,8.0,38.0
517,0140184953,151016.0,7.0,12.0
518,0140185216,152040.36363636365,7.454545454545454,33.0
519,0140185232,122301.46153846153,8.538461538461538,13.0
520,0140186409,170129.86956521738,8.26086956521739,23.0
521,0140186522,144743.63636363635,7.090909090909091,11.0
522,0140187537,117232.36363636363,8.181818181818182,11.0
523,014018869X,76435.08333333333,8.833333333333334,12.0
524,0140230165,148086.5909090909,7.909090909090909,22.0
525,014023313X,121603.50847457627,7.47457627118644,59.0
526,014023828X,137055.78260869565,7.521739130434782,23.0
527,0140244816,140860.83333333334,7.25,12.0
528,0140244824,136560.42424242425,6.53030303030303,66.0
529,0140245162,160964.3,7.4,10.0
530,0140250832,151082.72727272726,7.2727272727272725,11.0
531,0140250913,137512.2,7.8,10.0
532,0140250948,145830.4,7.4,15.0
533,0140252924,188537.5,7.5,10.0
534,014025448X,118883.78313253012,7.771084337349397,83.0
535,0140254544,122272.63636363637,8.090909090909092,44.0
536,0140255087,90652.8,8.3,10.0
537,0140255125,157648.72727272726,7.545454545454546,11.0
538,0140257934,101124.8,7.84,25.0
539,0140258418,98546.8,7.666666666666667,15.0
540,0140258795,93584.0,7.875,24.0
541,0140259112,78718.1,7.5,10.0
542,0140262032,148007.6923076923,7.384615384615385,13.0
543,0140264795,141080.46666666667,7.266666666666667,15.0
544,0140265686,135314.4,7.96,25.0
545,0140265988,153564.13043478262,8.043478260869565,23.0
546,0140266771,106767.46153846153,7.615384615384615,13.0
547,0140268863,120805.09090909091,8.454545454545455,11.0
548,0140270590,124320.0,7.958333333333333,24.0
549,0140272658,95504.26666666666,7.733333333333333,15.0
550,0140274154,111092.45454545454,7.545454545454546,11.0
551,0140274782,126003.72727272728,7.181818181818182,11.0
552,0140276335,140773.3,6.7,10.0
553,0140276904,119169.04166666667,6.75,24.0
554,0140277439,136461.3,8.7,10.0
555,0140278826,173452.42857142858,6.642857142857143,14.0
556,014027927X,135459.33333333334,7.133333333333334,15.0
557,0140279288,116940.81818181818,7.636363636363637,11.0
558,014027944X,107332.91666666667,7.5,12.0
559,014028009X,145678.06106870229,7.732824427480916,131.0
