,pred_f,pred_sum,immoral,text
91,0.22894466,0,0.0,제발 공속을 올리든 공격력을 올리든 정글링속도좀 높여줬으면근데 얜 진짜 월식가면 답안나옴 월식으로 승률 바닥치고 접었었는데 선혈죽무가니까 고승률찍음
92,0.29091,1,0.0,딴챔들 팁들은 전부 약코가 많은데짜오 팁은 먼 아직 쓸만하단 자기위로들만 많냐?
93,0.17610663,0,0.0,이젠 5티어에 꼴지앞이네 ㅋㅋㅋㅋㅋ
94,0.37648407,1,0.0,야 그래도~ 조정 당했다고 픽률 올라서 3티어 맛보네~
95,0.15019143,0,0.0,짜오좀 하지마라
96,0.30062354,1,0.0,"렉사이는 스킬셋이 사기라 체급너프해도 버티는데 얘는 그렇지도 않아서 아직은 회생불가임,,"
97,0.15997049,0,1.0,패시브가 없어짐 ㅅㅂ
98,0.7573479,3,1.0,이새끼 궁이 그웬 w 하위호환수준인게 존나어이없음
99,0.6596736,2,0.0,안그래도 무색무취 딜 안나오는 챔한테저런 조정 아닌 너프 주면? 머 체력템만 가고 선혈만 무조건 가라고 억제하는거잖여?
100,0.36784258,1,1.0,조정 당한거 오히려 쓰레기 아니냐
101,0.47569877,1,0.0,"정보: 신 짜오는 스웨인, 다리우스와 비슷한 나이대이다"
102,0.18714346,0,0.0,대장군 짜오 귀환모션 만들어줘
103,0.47296512,1,0.0,정글 짜오는 이제 보이지도 않고 서폿 칼날비 짜오 이딴거만 보이는거 가슴 아프네
104,0.38401127,0,0.0,챔피언이 짜장면과 같아서 면불기전에 빨리 끝내야됨
105,0.78353924,3,1.0,"브루저라면 다들 하나쯤은 가지고있는 방관, 방깎, 퍼뎀, 고정딜, 공뻥 등 후반 강화해주는 핵심적인 딜스킬이 하나도 없어서 브루저트리 타면 진짜 딜 ㅈ같이 안나옴 ㅋㅋ"
106,0.14563175,0,0.0,얜 궁 5초 너프 이후로 평생 자르반 하위호환이네
107,0.32382518,0,0.0,지금 탑이 ㄹㅇ 더 좋은듯
108,0.31841797,0,0.0,미드 월정징 극딜짜오 재밌게 하고 있었는데 갑자기 회복량 너프먹었네
109,0.19895637,0,0.0,이번 선혈 체력 100 버프에 쇼진 체력 버프까지 있으니까 선혈 쇼진 블클 빌드로 가면 버프에 가까운거 같은데? 월식 말고 선혈 쪽으로 갈아타보는게 나을듯
110,0.46198022,2,0.0,아 짜장면 먹고싶다
111,0.79424167,3,1.0,정복자선혈로 브루저 느낌으로 해보면 딜 ㅈ도 안 나오고체급도 ㅈㄴ 떨어짐칼날비월식으로 암살자처럼 해보면 딜은 나오는데 암살이 안됨걍 좆병신임
112,0.33921373,1,0.0,그러니깐 시즌8 9때처럼 난입으로 돌아가야 됨. 삼조격만 띄우고 빨리 빠져야 됨. 서폿처럼 해야 함.
113,0.30005926,1,0.0,야 이젠 케인 상대 승률이 50% 이하네
114,0.08453864,0,0.0,대장군 신짜오 귀환모션 리메이크 기원 1일차
115,0.17460588,0,0.0,정보: 신짜오 w에는 치명타확률 계수가 있다
116,0.3199935,1,1.0,대장군 신짜오 리메이크좀 해줘라 ㅅ발
117,0.20934877,0,0.0,이 얼 싼.
118,0.74951357,3,0.0,탑으로 쓸거면 히드라->트포 이거 진짜 맛있더라흡혈은 흡혈대로 되고 탱탱함 야요같은애들 빼면좋은듯
119,0.31075668,1,0.0,눈물난다 개사기 11시즌 선혈죽무의 피해자일 뿐인데 왜 버프안해
120,0.16927958,0,0.0,브루저 가면 전구간 버프고 극딜가면 13렙까진 버프긴함
121,0.11157702,0,0.0,짜오는 과연 어디까지 올라올지?
122,0.2015894,0,0.0,조정확정  나이따ㅏㅏㅏㅏㅏ
123,0.19667104,0,1.0,"ㅈㄴ잘커도 원딜 잘크면 답이없음 결론은 지금 우르곳은 라인전,사이드,한타 어디서도 특출난 장점이 없음"
124,0.26384228,1,0.0,육각형 챔프인데 완성형이 아니라 조립형 육각형 챔프라고 보면될거 같다.
125,0.28804982,1,0.0,대체 북미는 뭔짓을 해야 얘가 1티어를 먹는거지? ㅋㅋㅋ궁쓰고 처형하면 유저가 끌려가나
126,0.72456336,3,0.0,산소마스크 숨소리 듣고 쌌다
127,0.33106288,1,0.0,아레나에서라도 행복하렴
128,0.7141955,2,1.0,이새끼 신화템 가는거 보면 걍 존나웃김
129,0.6042095,2,1.0,다른애들은 신화템 고르는 기준이 챔이랑 잘맞으니까 가는건데이새끼는 잘맞는 신화템이 없어서 일단 좋아보이는거로 삼
130,0.071037054,0,0.0,우르곳이 티어 3개이상 차이나도 이기는거 힘든챔 TOP2올라프 문도
131,0.40926945,2,1.0,SATAM우르곳 10만점 유저로써 공감 존나 잘되네
132,0.28857568,1,0.0,아니 우르곳 진짜 개꿀챔ㅍ..(전우협에 의해 삭제된 댓글입니다.)
133,0.551486,2,1.0,갑자기 끌려가서 처형 당하면 기분 개같음
134,0.44480604,2,0.0,걍 q에 방깎 넣어서 유통기한을 없애야 살아날듯
135,0.087645136,0,0.0,우르곳으로 온힛 아이템 왜 안가여?w 온힛효과 반토막인것도 있고 11렙이나 13렙부터는 패시브가 메인딜임
136,0.33818835,2,0.0,대체 북미는 뭔짓을 해야 얘가 1티어를 먹는거지? ㅋㅋㅋ궁쓰고 처형하면 유저가 끌려가나우리도 이제 북미화 다됐노..
137,0.76718783,3,0.0,온힛은 구린 거 알겠는데 w평캔 자주 할거면 주문검은 왜 안 감원거리패널티때문인가
138,0.18075025,0,0.0,얘가 브라이어임?
139,0.097963676,0,0.0,우르곳이 근접챔이 된다면...집공 대신 정복자도 들고...거드라 딜 늘어나고...얼건 둔화 늘어나고...죽무를 가도 되고...심심하면 신파나 몰왕도 가고...
140,0.68269247,3,1.0,이새끼 그냥 개사기인데 왜안함?결투의대가뜨면 공격력 무한중첩인데 ㅋㅋ
141,0.11128971,0,0.0,롤체에서는 우르GOAT님이시다
142,0.937894,4,0.0,딸피로 적 놓쳐서 ㄲㅃ칠때 어디선가 날아와서 궁맞추고 갈갈갈 하는거보면 존나 재밌음
143,0.4087642,1,0.0,‘밥 드세요’‘아니 아레나에서 진ㅉ’‘먹으라고’
144,0.3139977,1,0.0,"옆동네에서 메카 우르곳이라는 신규 skin 떴는데 skin 설명 재밌음 읽어봐.대게 우르곳에서 수집한 데이터를 역설계하여 만든 무적의 살상 병기, 메카 유닛 UR-907은 도시 전체를 손쉽게 초토화할 수 있습니다. 아무리 피에 굶주린 장군이더라도 배치했을 시 그 윤리에 의문을 품을 정도로 엄청난 파괴력을 가진 병기였죠."
145,0.5033254,1,0.0,딜도 개같이 나오는데 체력은 사이온급의 체력인거 보고 소름돋음그거 다 패시브 퍼뎀임
146,0.1688501,0,0.0,2티어다 2티어
147,0.39416343,2,0.0,정보:북미는 탐켄치와 워윅 우르곳 같은 맞딜쎈 놈들이 패황이다
148,0.513904,2,0.0,아 ㅋㅋ 솔까 쓰레기 아님 ㅋㅋ 개쎈듯~2023
149,0.09490621,0,0.0,"""신화삭제"" 우르곳은 웃고있다"
150,0.8560393,4,0.0,문도122 / 취향따라 결정 미해분 쾌접미해분 드는게 이해 안갈수 있는데 생각보다 선 6렙 타이밍 잡고 rfe 또는 ref 콤보로 킬각 잘나옴.쾌접은 문도가 cc면역이 있긴한데 그게 슬로우 면역은 아니라 qr맞추고 쫒아가는 경우가 자주 나옴.템은 무조건 첫템 수확의낫 귀환시 왠만하면 치감칼후 거드라 블클 몰왕
151,0.30476674,1,0.0,올라프룬 결의 1111에 깨달음 폭결 적응2개 체력1렙싸움 해도되는데 올라프 q 방향 반대로 무빙치는게 기본.e는 집공 터트린 후 올라프가 체력이 적어 패시브 활용이 좋은타이밍에 사용하는것이 좋음.1렙 이득 못보면 귀환 후 첫템을 수확의 낫 사는것을 추천.시작템 수확의 낫이면 강심 하위템.이후 강심 거드라 바미 뜨면 할만함.바미 대신 닌탑도 좋음.
152,0.3108247,2,0.0,q - 부식성 폭약에 부식이 없음w - 원래 w키면 미니언 통과된다는 말 적혀있었는데 사라짐e - 잘맞는날은 안닿겠다 싶은날은 귀신같이 거리 늘어남     잘 안맞는 날은 ㄹㅇ 닿았다 싶을때 자리에 멈춤     가끔 이래서 맞았다 하고 뒤로 궁쓰면 뻘궁됨r - 끌어와지는 저지불가 안끌어와지는 저지불가    우르곳좀 해봤으면 대충 앎    대신 끌어와지던 애도 안끌어와질때 가끔 있음
153,0.63866234,3,0.0,우르곳은 아레나라는 행복한 꿈을 꾸었습니다
154,0.618147,3,0.0,..??
155,0.65825546,2,0.0,갱플할때 얘만나면 ㅈ같음
156,0.74545866,3,1.0,"장점애들이 얘 상대법을 몰라서 쳐맞고 터지는 경우가 종종 있음.얘 상대로 라인전 이겼는데 13레벨에 패시브 개쳐맞고 역전당함.단점걍 존내 애매함. 얘 할빠에 1, 2 티어에 좋은애 많음 ㅋㅋ그래도 나는 오늘도 우르곳을 픽한다."
157,0.30938137,1,0.0,우르곳으로 온힛 아이템 왜 안가여?
158,0.4090064,1,0.0,얘 솔직히 지금궁말고 옛날궁 돌려줘도 괜찮을거같음타겟팅제압 위치바꾸기 광역공포는 옛날 원딜가던 시절 말고 지금 얘한테는 진짜 괜찮아서
159,0.57133937,2,0.0,딜도 개같이 나오는데 체력은 사이온급의 체력인거 보고 소름돋음
160,0.33979487,1,0.0,이새끼로 요릭 어떻게 이기냐
161,0.10440551,0,0.0,초반에 못이기면 넌 걍 걸어다니는 176원임
162,0.11033937,0,0.0,적 미드가 사일인데 아군이 개발리면 스왑하세요. 방어력위주로 올려도 사일 잡음 ㅋㅋ
163,0.07204501,0,0.0,빡빡이에 마스크 쓴게 베인 닮은듯
164,0.21303934,0,0.0,얘도약간 럼블과라 점화들고 궁박고 패기시작하면 다이길수있음
165,0.99060833,4,1.0,요네E 짜증나는 스킬제드W ㅈ같은 스킬르블랑W 엄마뒤진 스킬
166,0.2685927,1,0.0,그러니깐 메이지가 첫템으로 치명타AD템을가도 라인전이 수월해지고 딜교도 더 좋아진다고?
167,0.29116556,1,0.0,스태틱 ap계수 삭제해도 르블랑은 스태틱 갈 거임이미 르블랑은 스킬에 ap계수 좀 많은 평타 딜러임
168,0.7386071,3,1.0,노리스크 하이리턴 @l-l미 팔아먹은 챔 ㅋㅋㅋㅋㅋ 일반 스킬에 재자리로 복귀되는 점멸을 쳐붙여놨네
169,0.2197175,0,0.0,얘 카운트 들어가서 라인 킬 확률 보면 진짜...ㅋㅋ
170,0.47906172,1,0.0,이새낀 그냥 스태틱임
171,0.63661957,2,1.0,르블랑 서폿으로 잘하는 새ㄲ는 물론이고 인성이 사람만한 ㅅ끼를 단 한 번도 본 적이 없음. 트롤픽하고 라인전 왜 지냐며 원딜한테 뭐라하는 가족 인원수 일의 자리 홀수 중에 소수가 아닌 수인 ㄴ들 밖에 없음.
172,0.3315243,2,0.0,삭제좀 ㅋ
173,0.30136636,1,0.0,삭제하라고
174,0.8088971,4,1.0,이새기 w스킬은 희대의 엄마뒤진스킬
175,0.07794661,0,0.0,스태틱 ap계수 반토막 날거라는데 솔직히 그래도 쓸거같음
176,0.66008997,3,1.0,미드 ap챔이 마나관련 템을 단 하나도 안가도 유지력이 좆된다는것부터가 존나석나가네ㅋㅋ
177,0.45850778,2,0.0,이쯤되면 걍 스태틱 미니언 추가데미지 없애야할듯 ㅋㅋ 지겹도록 보이네 ㄹㅇ
178,0.75042653,3,1.0,확실하지 이 씨발년아 그럼 너 밴하는 게 안 확실하노?
179,0.5111707,2,0.0,걍 사거리 너프하면 모든게 끝날 일임이속도 좀 깎고 ㅇㅇw라는 최상급 이동기가 있는데 왜 기본 이속이 340씩이나 있어야됨 얘한테 ㅋㅋ
180,0.67574596,2,1.0,개씹ㅈ날먹.
181,0.4386956,2,1.0,진짜 씨발 스태틱이 만악의 근원임정작 쓰라고 만들어준 요네 야스오같은 AD캐리나 원딜들은 잘 가지도 않는데 이런개씹좆날먹챔이 1코어로 올려서 W평평평W 딸깍콤보 시전하고 고질병이던 라인클리어도 해결하고
182,0.8010067,4,1.0,라클 너프먹이니까 미해분3개 원거리에 다박아서 한번에 다죽이고 밤수 올려서 스태틱으로 밤수 쳐 터트리고 다니고 씨발임ㄹㅇ
183,0.35222048,2,0.0,아니 스테틱에 ap계수를 삭제하면 되잖아 ㅋㅋㅋㅋㅋㅋ 왜 안 하는 거지? 이해가 안 되네 ㄹㅇ
184,0.30053622,2,0.0,얘 스태틱 있기 전에 라클이 진짜 너무 구데기여서 q버프로 막타시 쿨줄고 마나회복이 생겨서 할만 해졌는데 스태틱까지 있으니까 걍 ap탈론이 돼버림
185,0.122729376,0,0.0,어떤 벌레가 ad가면 트포 빌드가 뜨냐
186,0.2755971,1,0.0,르블랑 서폿 왜 3티어임?
187,0.32816222,1,0.0,통계에 트포 뜬다 오
188,0.11770407,0,1.0,통계에 트포는 뭐냐 ㅅㅂ..
189,0.7876935,4,0.0,이색기 픽률보면 그냥 패치초반 카시같운 느낌인거 같은데
190,0.96255445,4,1.0,이새끼 왜 서폿 1티어임? 얼마나 좆사기면
191,0.8732631,4,0.0,미드는 밴카드 두개씩 줫음 좋겠음. 그냥 내가 뭔챔을하건 제드 르블랑 고정벤하게
192,0.39595956,1,0.0,쿨짧은 원거리 cc기+쿨짧은 씹사기 이동기  이 두개가 한챔프한테 있으면 안됐다
193,0.44744286,2,0.0,w돌아가기 삭제하고 e기절 삭제해라그래야 아무도 안하지 ㅆ발년e가 언제부터 기절이였음?
194,0.6451553,2,0.0,배댓 라이즈 약코는 ㅋㅋㅋㅋㅋㅋㅋ 이미 약한거 다 알고있는데
195,0.509508,3,0.0,이제 실력이 필요하긴 함?누가 해도 날먹인데 걍 ㅋㅋ
196,0.5120164,2,0.0,롤한지 얼마 안됐을때 나무정령 르블랑 나왔었는데 너무 예뻐서 반해버림 이때부터 예쁜챔만함 닭장이라고? 잘익은거야
197,0.34565395,2,0.0,블라디랑 유지력 맞먹네
198,0.48367018,2,1.0,진짜 이런 개적폐챔들고  제드한테 개발린 담에 겜끝날 때까지 원딜 한 번도 못 자르고 팀탓하던 우리 르블랑... 죽여버리고 싶다
199,0.17907757,0,0.0,이새끼 상대로 라인전 이길려면 도대체 뭘해야함?
200,0.23777162,0,0.0,서폿 르블랑 하면 던짐
201,0.82143706,3,0.0,라인킬 확률 미친놈이네 ㅋㅋㅋ 전부 다이겨
202,0.04713694,0,0.0,얘 뭔데 서폿 2티어내
203,0.30594683,1,0.0,서폿 그만쳐가라
204,0.25977796,0,0.0,스태틱르블랑 효율도안나오는게 스플릿쳐하는 새로운 패작챔 탄생
205,0.9610216,4,1.0,드디어 스태틱 너프 이좆가튼련!!!
206,0.41013554,1,0.0,서폿 1티어 1등ㅋㅋ. 벌써부터 충이 늘겠네
207,0.34523317,1,0.0,통계튄거겠지
208,0.053851068,0,0.0,서포터 1티어 1등 실화임?
209,0.6298032,2,1.0,이새끼 왜 서폿에 있냐
210,0.5745768,2,0.0,잘가라 ㅋㅋㅋㅋㅋㅋ 스태틱너프 개꿀
211,0.8438587,4,1.0,키아나유저로써 르블랑만큼 ㅇㅁ뒤진새끼 없음
212,0.52197444,2,0.0,이새끼 나오면 걍 아크샨 고르고 행복라인전 하면 됨W로 갖다박는 순간 뼈방패+패시브 보호막+보호막강타 이용해서Q평평+평만 쳐도 르블랑쪽에서 와 날먹챔새끼 소리 먼저나옴
213,0.48787618,2,0.0,루덴을1코어로 간 시점부턴 상대한테Q만쏴도 쿨 개빨리돌아서 근접들은 Q만쏴도 딜교성립ㅋㅋ
214,0.8286594,4,1.0,존나 짜증나는년 진짜 성능과는 별개로 챔프 스킬 자체가 사람스트레스 받게하기 딱좋음
215,0.6424563,3,1.0,르블랑 상대해야돼서 카운터 들어갔는데...왜 이썅년 라인전에서 이기는 챔이없냐? ㄹㅇ 스태틱 삭제만해도 5티어가겠노..라인킬확률이 평균 60퍼 ㅋㅋㅋㅋㅋ진짜 너프 왜 안하냐 ?
216,0.9164431,4,1.0,ap챔프가 ap계수 1도없는 치명타템가고 룬은 기발로 버티면서 스펠은 텔을 들었는데도 중반부터 암살이 가능하다는게 존나 불합리한거라고
217,0.47108543,2,0.0,얜 스태틱만 없어진다면 알아서 3~4티어로 내려감 스태틱 나오기 전에도 계속 4티어였던거 같은데
218,0.26117054,0,0.0,왜 마법사가 돌진해서 챔피언을 암살하냐고 챔피언 진짜 잘못 만들었다 진짜
219,0.399036,2,0.0,도대체 스태틱에 ap계수를 왜 달아준거냐??? 그냥 레벨 비례로 해주면 안되냐??
220,0.3064318,1,0.0,아직도 사기라서 또 너프 먹을 예정이라는 게 레전드
221,0.08145856,0,0.0,13.17 스태틱 너프만 기다린다
222,0.81440026,3,1.0,평 딸깍으로 라인 지워지는게 진짜 개줫같네 진짜
223,0.21721876,1,0.0,이제 미해분 3개 갈아넣고 스태틱 갈겨도 원거리 원콤 안되서 쓰레기 됐음
